dataset,phase1_accuracy,phase1_earliness,phase2_accuracy,phase2_earliness
NonInvasiveFatalECGThorax1,0.7582697201017812,0.023232335,0.7938931297709924,0.046822737999999996
SyntheticControl,0.9833333333333332,1.0,0.9,0.0
Wafer,0.9440298507462688,0.010248571,0.9837767683322518,0.04893722
Adiac,0.20460358056265984,0.41132626,0.3145780051150895,0.11435877
Symbols,0.8040201005025126,0.9999998999999999,0.8040201005025126,0.12649646
CricketY,0.4897435897435897,0.035554413,0.7153846153846154,0.21629363
NonInvasiveFatalECGThorax2,0.8442748091603054,0.091494344,0.9012722646310432,0.050864767000000005
Beef,0.36666666666666653,0.0,0.3333333333333333,0.0
CricketX,0.6384615384615384,0.33696082,0.6717948717948717,0.304425
SonyAIBORobotSurface2,0.8593913955928646,1.0,0.8478488982161595,0.0
FaceFour,0.8068181818181818,0.0050468873,0.8977272727272727,0.027741604
ItalyPowerDemand,0.9523809523809524,0.99201417,0.9494655004859086,0.00012675878
WordSynonyms,0.2899686520376176,0.0,0.32445141065830724,0.0
GunPoint,0.64,1.0,0.8866666666666667,0.0
MoteStrain,0.7947284345047924,0.0,0.7851437699680511,0.0
UWaveGestureLibraryY,0.506141820212172,0.0,0.6711334450027917,0.2184605
Lightning2,0.8032786885245902,0.9991494000000001,0.6065573770491803,0.00739767
Mallat,0.5049040511727079,0.8379377,0.5471215351812366,0.23182246
CinCECGTorso,0.6920289855072463,1.0,0.4601449275362319,0.011599953999999999
SwedishLeaf,0.8864,1.0,0.92,0.09962835
Coffee,0.9285714285714286,0.0,1.0,0.0
CBF,0.9055555555555556,1.0,0.8288888888888889,0.0
UWaveGestureLibraryZ,0.5457844779452821,0.034432605,0.6987716359575656,0.1725809
StarLightCurves,0.8352355512384653,0.0,0.9344341913550268,0.0770457
ECG200,0.96,0.77705264,0.89,0.1851579
OliveOil,0.16666666666666666,0.0,0.4,0.0
UWaveGestureLibraryX,0.7096594081518705,0.22335936,0.7671691792294807,0.17716591
ChlorineConcentration,0.5559895833333334,0.0,0.58046875,0.0
Lightning7,0.4246575342465753,0.0,0.4383561643835616,0.0
OSULeaf,0.4462809917355372,0.06824972,0.6776859504132231,0.26149459999999997
SonyAIBORobotSurface1,0.8452579034941764,1.0,0.8286189683860233,0.0042923629999999996
Haptics,0.2305194805194805,0.0,0.25,0.0
TwoLeadECG,0.8525021949078139,1.0,0.6848112379280071,0.019737912
FacesUCR,0.9097560975609756,0.16357599,0.8707317073170732,0.034885556
Yoga,0.7513333333333333,0.99999994,0.7686666666666667,0.13725176
TwoPatterns,0.59925,0.0,0.55325,0.0
Fish,0.8571428571428571,1.0,0.6914285714285714,0.10175633
Trace,0.8,1.0,0.67,0.011204378999999999
InlineSkate,0.18363636363636365,0.0,0.16,0.0
FaceAll,0.8982248520710059,1.0,0.9218934911242604,0.039918076000000004
ECGFiveDays,1.0,1.0,0.9698025551684089,0.007992429
CricketZ,0.4641025641025641,0.040768373999999996,0.6846153846153846,0.23244147
FiftyWords,0.7494505494505495,0.97055435,0.7098901098901099,0.18654355
MedicalImages,0.7210526315789474,0.5692669,0.7171052631578947,0.16088884
DiatomSizeReduction,0.8039215686274509,1.0,0.9738562091503268,0.0
